id,nome,ingredientes,modo_preparo,tempo_preparo,dificuldade,categoria,deleted
783,Frango da Vovó,"arroz, frango desfiado, manteiga, creme de leite, carne moída, farinha de trigo",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Misture todos os ingredientes secos em uma tigela grande. Incorpore a farinha aos poucos e misture bem.,105,Difícil,Entrada,False
784,Peixe Simples,"frango desfiado, leite condensado, cebola, farinha de trigo, manjericão, carne moída, creme de leite, fermento em pó, tomate, manteiga",Deixe esfriar antes de desenformar e finalizar com o recheio. Misture todos os ingredientes secos em uma tigela grande. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,31,Média,Entrada,False
785,Escondidinho Especial,"cebola, sal, frango desfiado, azeite, manteiga, açúcar, batata, farinha de trigo, arroz",Refogue o alho e a cebola no azeite até dourarem. Sirva quente com acompanhamento de sua preferência. Bata os ovos com o açúcar até formar um creme claro. Despeje a massa em uma forma untada e enfarinhada. Leve ao forno pré-aquecido a 180°C por 30 minutos.,29,Difícil,Lanche,False
786,Torta de Chocolate,"manteiga, feijão, manjericão, frango desfiado, sal, leite condensado, ovos, creme de leite, pimenta do reino",Deixe esfriar antes de desenformar e finalizar com o recheio. Bata os ovos com o açúcar até formar um creme claro. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,100,Difícil,Lanche,False
787,Frango Especial,"creme de leite, arroz, azeite, sal, queijo muçarela, tomate, cebola, ovos",Leve ao forno pré-aquecido a 180°C por 30 minutos. Sirva quente com acompanhamento de sua preferência. Incorpore a farinha aos poucos e misture bem. Despeje a massa em uma forma untada e enfarinhada.,41,Média,Prato Principal,False
788,Mousse na Manteiga,"arroz, sal, batata, queijo muçarela, feijão",Deixe esfriar antes de desenformar e finalizar com o recheio. Leve ao forno pré-aquecido a 180°C por 30 minutos. Adicione o leite e a manteiga derretida à mistura. Refogue o alho e a cebola no azeite até dourarem. Misture todos os ingredientes secos em uma tigela grande.,54,Difícil,Entrada,False
789,Feijoada Rápida,"ovos, açúcar, farinha de trigo, alho, azeite",Deixe esfriar antes de desenformar e finalizar com o recheio. Refogue o alho e a cebola no azeite até dourarem. Adicione o leite e a manteiga derretida à mistura.,117,Fácil,Entrada,False
790,Peixe na Manteiga,"pimenta do reino, fermento em pó, açúcar, farinha de trigo, batata, queijo muçarela, manjericão, azeite, chocolate em pó",Misture todos os ingredientes secos em uma tigela grande. Incorpore a farinha aos poucos e misture bem. Leve ao forno pré-aquecido a 180°C por 30 minutos. Despeje a massa em uma forma untada e enfarinhada.,32,Média,Prato Principal,False
791,Pudim Rápida,"azeite, pimenta do reino, leite condensado, fermento em pó, alho, manjericão, cebola, sal, farinha de trigo, queijo muçarela",Refogue o alho e a cebola no azeite até dourarem. Incorpore a farinha aos poucos e misture bem. Bata os ovos com o açúcar até formar um creme claro.,73,Média,Entrada,False
792,Mousse de Chocolate,"chocolate em pó, creme de leite, batata, frango desfiado, leite condensado, arroz, feijão, tomate, azeite",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Bata os ovos com o açúcar até formar um creme claro. Leve ao forno pré-aquecido a 180°C por 30 minutos.,16,Difícil,Entrada,False
793,Salada Cremoso,"cebola, carne moída, pimenta do reino, alho, leite condensado, leite, creme de leite, manteiga, ovos",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Incorpore a farinha aos poucos e misture bem. Bata os ovos com o açúcar até formar um creme claro.,80,Média,Prato Principal,False
794,Salada na Manteiga,"batata, fermento em pó, tomate, alho, azeite, açúcar, arroz, farinha de trigo",Leve ao forno pré-aquecido a 180°C por 30 minutos. Incorpore a farinha aos poucos e misture bem. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,27,Difícil,Sobremesa,False
795,Torta com Cobertura,"manjericão, leite, carne moída, tomate, feijão, azeite, sal, açúcar, farinha de trigo",Despeje a massa em uma forma untada e enfarinhada. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Bata os ovos com o açúcar até formar um creme claro. Refogue o alho e a cebola no azeite até dourarem.,17,Fácil,Prato Principal,False
796,Escondidinho Cremoso,"queijo muçarela, cebola, açúcar, arroz, feijão, alho, ovos, fermento em pó",Sirva quente com acompanhamento de sua preferência. Deixe esfriar antes de desenformar e finalizar com o recheio. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,87,Difícil,Lanche,False
797,Feijoada Simples,"feijão, azeite, manjericão, fermento em pó, ovos, tomate, sal, leite",Deixe esfriar antes de desenformar e finalizar com o recheio. Leve ao forno pré-aquecido a 180°C por 30 minutos. Misture todos os ingredientes secos em uma tigela grande. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,27,Média,Entrada,False
798,Salada com Cobertura,"arroz, tomate, batata, chocolate em pó, feijão, manjericão, azeite, açúcar, frango desfiado, cebola",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Leve ao forno pré-aquecido a 180°C por 30 minutos. Sirva quente com acompanhamento de sua preferência.,57,Média,Sobremesa,False
799,Bolo Simples,"farinha de trigo, alho, fermento em pó, sal, chocolate em pó, creme de leite, pimenta do reino, ovos, batata",Deixe esfriar antes de desenformar e finalizar com o recheio. Despeje a massa em uma forma untada e enfarinhada. Sirva quente com acompanhamento de sua preferência. Incorpore a farinha aos poucos e misture bem. Misture todos os ingredientes secos em uma tigela grande.,92,Média,Sobremesa,False
800,Feijoada Simples,"fermento em pó, frango desfiado, alho, açúcar, manteiga, queijo muçarela, farinha de trigo, carne moída, azeite",Sirva quente com acompanhamento de sua preferência. Despeje a massa em uma forma untada e enfarinhada. Misture todos os ingredientes secos em uma tigela grande. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Refogue o alho e a cebola no azeite até dourarem.,111,Difícil,Sobremesa,False
801,Peixe com Cobertura,"feijão, carne moída, batata, creme de leite, manteiga, tomate, cebola, pimenta do reino, azeite",Deixe esfriar antes de desenformar e finalizar com o recheio. Leve ao forno pré-aquecido a 180°C por 30 minutos. Bata os ovos com o açúcar até formar um creme claro.,30,Média,Entrada,False
802,Frango Rápida,"farinha de trigo, leite, batata, frango desfiado, queijo muçarela",Sirva quente com acompanhamento de sua preferência. Despeje a massa em uma forma untada e enfarinhada. Incorpore a farinha aos poucos e misture bem. Refogue o alho e a cebola no azeite até dourarem. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,117,Média,Prato Principal,False
803,Pudim Especial,"frango desfiado, carne moída, azeite, leite, manjericão, leite condensado, cebola, ovos, chocolate em pó, fermento em pó",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Refogue o alho e a cebola no azeite até dourarem. Adicione o leite e a manteiga derretida à mistura. Misture todos os ingredientes secos em uma tigela grande.,50,Difícil,Entrada,False
804,Sopa de Chocolate,"carne moída, pimenta do reino, feijão, frango desfiado, leite, ovos, arroz, chocolate em pó, farinha de trigo, cebola",Deixe esfriar antes de desenformar e finalizar com o recheio. Sirva quente com acompanhamento de sua preferência. Leve ao forno pré-aquecido a 180°C por 30 minutos. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,53,Difícil,Prato Principal,False
805,Frango na Manteiga,"alho, fermento em pó, tomate, feijão, sal, pimenta do reino, queijo muçarela, batata, cebola, manteiga",Bata os ovos com o açúcar até formar um creme claro. Leve ao forno pré-aquecido a 180°C por 30 minutos. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Sirva quente com acompanhamento de sua preferência.,115,Difícil,Sobremesa,False
806,Mousse de Chocolate,"feijão, açúcar, pimenta do reino, manjericão, frango desfiado",Deixe esfriar antes de desenformar e finalizar com o recheio. Incorpore a farinha aos poucos e misture bem. Misture todos os ingredientes secos em uma tigela grande. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Refogue o alho e a cebola no azeite até dourarem.,47,Média,Prato Principal,False
807,Feijoada com Cobertura,"arroz, leite, açúcar, ovos, pimenta do reino, manteiga, tomate",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Sirva quente com acompanhamento de sua preferência. Adicione o leite e a manteiga derretida à mistura. Misture todos os ingredientes secos em uma tigela grande. Refogue o alho e a cebola no azeite até dourarem.,27,Difícil,Entrada,False
808,Torta na Manteiga,"leite condensado, sal, batata, cebola, creme de leite, tomate, manteiga, feijão, leite, chocolate em pó",Misture todos os ingredientes secos em uma tigela grande. Bata os ovos com o açúcar até formar um creme claro. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,67,Difícil,Prato Principal,False
809,Frango com Cobertura,"açúcar, queijo muçarela, cebola, azeite, alho, arroz, tomate, manteiga, sal, feijão",Incorpore a farinha aos poucos e misture bem. Leve ao forno pré-aquecido a 180°C por 30 minutos. Sirva quente com acompanhamento de sua preferência. Adicione o leite e a manteiga derretida à mistura. Deixe esfriar antes de desenformar e finalizar com o recheio.,32,Fácil,Prato Principal,False
810,Torta da Vovó,"leite, açúcar, arroz, feijão, queijo muçarela, creme de leite, chocolate em pó, frango desfiado, farinha de trigo",Refogue o alho e a cebola no azeite até dourarem. Incorpore a farinha aos poucos e misture bem. Adicione o leite e a manteiga derretida à mistura.,19,Média,Lanche,False
811,Sopa Simples,"carne moída, leite, frango desfiado, fermento em pó, farinha de trigo, alho, chocolate em pó, sal, batata, tomate",Adicione o leite e a manteiga derretida à mistura. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Refogue o alho e a cebola no azeite até dourarem. Misture todos os ingredientes secos em uma tigela grande.,115,Média,Lanche,False
812,Peixe Simples,"carne moída, chocolate em pó, tomate, alho, leite, batata, queijo muçarela, manjericão, frango desfiado, sal",Deixe esfriar antes de desenformar e finalizar com o recheio. Misture todos os ingredientes secos em uma tigela grande. Adicione o leite e a manteiga derretida à mistura.,95,Média,Prato Principal,False
813,Peixe Rápida,"chocolate em pó, arroz, leite condensado, ovos, azeite, farinha de trigo, feijão, pimenta do reino",Misture todos os ingredientes secos em uma tigela grande. Sirva quente com acompanhamento de sua preferência. Despeje a massa em uma forma untada e enfarinhada. Refogue o alho e a cebola no azeite até dourarem. Leve ao forno pré-aquecido a 180°C por 30 minutos.,49,Fácil,Sobremesa,False
814,Frango de Chocolate,"creme de leite, sal, arroz, fermento em pó, cebola, carne moída, leite, chocolate em pó, açúcar",Sirva quente com acompanhamento de sua preferência. Refogue o alho e a cebola no azeite até dourarem. Incorpore a farinha aos poucos e misture bem. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,35,Média,Entrada,False
815,Torta na Manteiga,"frango desfiado, azeite, leite, feijão, açúcar, manteiga, batata, carne moída, alho, pimenta do reino",Sirva quente com acompanhamento de sua preferência. Leve ao forno pré-aquecido a 180°C por 30 minutos. Incorpore a farinha aos poucos e misture bem. Bata os ovos com o açúcar até formar um creme claro. Deixe esfriar antes de desenformar e finalizar com o recheio.,56,Média,Entrada,False
816,Mousse Cremoso,"creme de leite, leite, batata, pimenta do reino, chocolate em pó, feijão, cebola, frango desfiado",Sirva quente com acompanhamento de sua preferência. Deixe esfriar antes de desenformar e finalizar com o recheio. Leve ao forno pré-aquecido a 180°C por 30 minutos.,16,Média,Prato Principal,False
817,Salada Cremoso,"chocolate em pó, manjericão, ovos, tomate, cebola, arroz",Deixe esfriar antes de desenformar e finalizar com o recheio. Despeje a massa em uma forma untada e enfarinhada. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Misture todos os ingredientes secos em uma tigela grande.,89,Média,Entrada,False
818,Escondidinho com Cobertura,"manteiga, pimenta do reino, queijo muçarela, manjericão, creme de leite, azeite, chocolate em pó",Incorpore a farinha aos poucos e misture bem. Refogue o alho e a cebola no azeite até dourarem. Adicione o leite e a manteiga derretida à mistura.,106,Média,Prato Principal,False
819,Bolo Simples,"ovos, leite condensado, creme de leite, alho, pimenta do reino",Misture todos os ingredientes secos em uma tigela grande. Deixe esfriar antes de desenformar e finalizar com o recheio. Bata os ovos com o açúcar até formar um creme claro.,58,Fácil,Lanche,False
820,Torta com Cobertura,"carne moída, arroz, azeite, batata, alho, frango desfiado, fermento em pó, queijo muçarela, leite, chocolate em pó",Adicione o leite e a manteiga derretida à mistura. Refogue o alho e a cebola no azeite até dourarem. Leve ao forno pré-aquecido a 180°C por 30 minutos. Sirva quente com acompanhamento de sua preferência. Bata os ovos com o açúcar até formar um creme claro.,40,Média,Sobremesa,False
821,Bolo na Manteiga,"azeite, manjericão, alho, carne moída, sal, leite condensado, frango desfiado, cebola, creme de leite",Adicione o leite e a manteiga derretida à mistura. Sirva quente com acompanhamento de sua preferência. Despeje a massa em uma forma untada e enfarinhada. Deixe esfriar antes de desenformar e finalizar com o recheio. Incorpore a farinha aos poucos e misture bem.,73,Média,Sobremesa,False
822,Sopa de Chocolate,"carne moída, azeite, batata, leite condensado, leite, queijo muçarela, farinha de trigo, alho",Incorpore a farinha aos poucos e misture bem. Despeje a massa em uma forma untada e enfarinhada. Bata os ovos com o açúcar até formar um creme claro. Leve ao forno pré-aquecido a 180°C por 30 minutos. Sirva quente com acompanhamento de sua preferência.,31,Fácil,Lanche,False
823,Frango da Vovó,"ovos, manteiga, pimenta do reino, açúcar, frango desfiado, cebola",Refogue o alho e a cebola no azeite até dourarem. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Adicione o leite e a manteiga derretida à mistura. Misture todos os ingredientes secos em uma tigela grande. Incorpore a farinha aos poucos e misture bem.,46,Fácil,Sobremesa,False
824,Escondidinho Cremoso,"tomate, leite condensado, leite, arroz, creme de leite, feijão, manteiga, ovos",Incorpore a farinha aos poucos e misture bem. Despeje a massa em uma forma untada e enfarinhada. Deixe esfriar antes de desenformar e finalizar com o recheio. Sirva quente com acompanhamento de sua preferência. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,95,Média,Sobremesa,False
825,Frango na Manteiga,"carne moída, arroz, fermento em pó, alho, pimenta do reino, cebola, leite",Bata os ovos com o açúcar até formar um creme claro. Leve ao forno pré-aquecido a 180°C por 30 minutos. Deixe esfriar antes de desenformar e finalizar com o recheio.,63,Difícil,Prato Principal,False
826,Pudim da Vovó,"azeite, chocolate em pó, sal, tomate, manjericão, arroz",Sirva quente com acompanhamento de sua preferência. Misture todos os ingredientes secos em uma tigela grande. Adicione o leite e a manteiga derretida à mistura. Deixe esfriar antes de desenformar e finalizar com o recheio. Leve ao forno pré-aquecido a 180°C por 30 minutos.,44,Média,Entrada,False
827,Pudim Simples,"azeite, leite, pimenta do reino, feijão, açúcar",Misture todos os ingredientes secos em uma tigela grande. Incorpore a farinha aos poucos e misture bem. Despeje a massa em uma forma untada e enfarinhada. Bata os ovos com o açúcar até formar um creme claro.,62,Média,Sobremesa,False
828,Frango Rápida,"arroz, queijo muçarela, tomate, leite, manteiga",Sirva quente com acompanhamento de sua preferência. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Despeje a massa em uma forma untada e enfarinhada.,44,Média,Prato Principal,False
829,Salada da Vovó,"manjericão, ovos, carne moída, batata, leite, feijão, chocolate em pó",Bata os ovos com o açúcar até formar um creme claro. Deixe esfriar antes de desenformar e finalizar com o recheio. Despeje a massa em uma forma untada e enfarinhada. Sirva quente com acompanhamento de sua preferência. Leve ao forno pré-aquecido a 180°C por 30 minutos.,68,Média,Entrada,False
830,Feijoada com Cobertura,"cebola, carne moída, farinha de trigo, sal, queijo muçarela, creme de leite, manjericão",Misture todos os ingredientes secos em uma tigela grande. Refogue o alho e a cebola no azeite até dourarem. Sirva quente com acompanhamento de sua preferência.,82,Difícil,Sobremesa,False
831,Mousse com Cobertura,"tomate, batata, queijo muçarela, manteiga, carne moída",Despeje a massa em uma forma untada e enfarinhada. Bata os ovos com o açúcar até formar um creme claro. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Deixe esfriar antes de desenformar e finalizar com o recheio. Leve ao forno pré-aquecido a 180°C por 30 minutos.,54,Fácil,Entrada,False
832,Torta Cremoso,"leite condensado, sal, fermento em pó, pimenta do reino, alho, chocolate em pó, feijão",Sirva quente com acompanhamento de sua preferência. Bata os ovos com o açúcar até formar um creme claro. Despeje a massa em uma forma untada e enfarinhada. Refogue o alho e a cebola no azeite até dourarem. Adicione o leite e a manteiga derretida à mistura.,107,Média,Prato Principal,False
833,Frango na Manteiga,"cebola, carne moída, manteiga, batata, farinha de trigo, creme de leite",Bata os ovos com o açúcar até formar um creme claro. Sirva quente com acompanhamento de sua preferência. Deixe esfriar antes de desenformar e finalizar com o recheio. Leve ao forno pré-aquecido a 180°C por 30 minutos. Incorpore a farinha aos poucos e misture bem.,76,Fácil,Lanche,False
834,Salada Simples,"sal, feijão, leite condensado, manjericão, alho, frango desfiado",Refogue o alho e a cebola no azeite até dourarem. Leve ao forno pré-aquecido a 180°C por 30 minutos. Adicione o leite e a manteiga derretida à mistura.,39,Média,Lanche,False
835,Peixe de Chocolate,"creme de leite, tomate, sal, fermento em pó, pimenta do reino, leite, frango desfiado",Leve ao forno pré-aquecido a 180°C por 30 minutos. Adicione o leite e a manteiga derretida à mistura. Incorpore a farinha aos poucos e misture bem. Misture todos os ingredientes secos em uma tigela grande.,96,Média,Lanche,False
836,Sopa Especial,"queijo muçarela, tomate, alho, leite, azeite, manteiga, batata",Misture todos os ingredientes secos em uma tigela grande. Leve ao forno pré-aquecido a 180°C por 30 minutos. Bata os ovos com o açúcar até formar um creme claro.,15,Média,Prato Principal,False
837,Torta de Chocolate,"carne moída, tomate, fermento em pó, frango desfiado, batata, feijão, açúcar",Bata os ovos com o açúcar até formar um creme claro. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Incorpore a farinha aos poucos e misture bem. Refogue o alho e a cebola no azeite até dourarem.,39,Fácil,Lanche,False
838,Bolo Cremoso,"creme de leite, tomate, cebola, pimenta do reino, feijão, manjericão, frango desfiado",Misture todos os ingredientes secos em uma tigela grande. Adicione o leite e a manteiga derretida à mistura. Sirva quente com acompanhamento de sua preferência.,112,Fácil,Entrada,False
839,Bolo com Cobertura,"fermento em pó, frango desfiado, manjericão, tomate, creme de leite, azeite",Deixe esfriar antes de desenformar e finalizar com o recheio. Misture todos os ingredientes secos em uma tigela grande. Adicione o leite e a manteiga derretida à mistura. Sirva quente com acompanhamento de sua preferência. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,83,Fácil,Entrada,False
840,Peixe com Cobertura,"carne moída, leite condensado, fermento em pó, sal, creme de leite, frango desfiado, pimenta do reino, queijo muçarela, manteiga",Refogue o alho e a cebola no azeite até dourarem. Incorpore a farinha aos poucos e misture bem. Despeje a massa em uma forma untada e enfarinhada.,15,Difícil,Lanche,False
841,Bolo Especial,"arroz, batata, cebola, azeite, frango desfiado, pimenta do reino",Bata os ovos com o açúcar até formar um creme claro. Refogue o alho e a cebola no azeite até dourarem. Incorpore a farinha aos poucos e misture bem. Adicione o leite e a manteiga derretida à mistura.,55,Média,Prato Principal,False
842,Mousse Cremoso,"farinha de trigo, pimenta do reino, chocolate em pó, batata, tomate, alho",Despeje a massa em uma forma untada e enfarinhada. Adicione o leite e a manteiga derretida à mistura. Deixe esfriar antes de desenformar e finalizar com o recheio. Leve ao forno pré-aquecido a 180°C por 30 minutos. Incorpore a farinha aos poucos e misture bem.,97,Média,Prato Principal,False
843,Mousse na Manteiga,"batata, alho, carne moída, creme de leite, feijão, farinha de trigo, queijo muçarela",Leve ao forno pré-aquecido a 180°C por 30 minutos. Sirva quente com acompanhamento de sua preferência. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,84,Média,Lanche,False
844,Bolo na Manteiga,"azeite, açúcar, frango desfiado, ovos, feijão, alho, fermento em pó",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Refogue o alho e a cebola no azeite até dourarem. Sirva quente com acompanhamento de sua preferência. Deixe esfriar antes de desenformar e finalizar com o recheio.,110,Difícil,Prato Principal,False
845,Torta Cremoso,"queijo muçarela, sal, batata, creme de leite, tomate, manteiga, manjericão, leite, pimenta do reino",Despeje a massa em uma forma untada e enfarinhada. Deixe esfriar antes de desenformar e finalizar com o recheio. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Adicione o leite e a manteiga derretida à mistura. Leve ao forno pré-aquecido a 180°C por 30 minutos.,61,Difícil,Lanche,False
846,Pudim Simples,"açúcar, manjericão, fermento em pó, creme de leite, chocolate em pó, carne moída, tomate, sal, arroz",Adicione o leite e a manteiga derretida à mistura. Deixe esfriar antes de desenformar e finalizar com o recheio. Incorpore a farinha aos poucos e misture bem.,60,Média,Entrada,False
847,Bolo da Vovó,"fermento em pó, creme de leite, leite condensado, feijão, batata, sal, queijo muçarela",Deixe esfriar antes de desenformar e finalizar com o recheio. Leve ao forno pré-aquecido a 180°C por 30 minutos. Sirva quente com acompanhamento de sua preferência. Bata os ovos com o açúcar até formar um creme claro.,120,Fácil,Sobremesa,False
848,Escondidinho Cremoso,"sal, queijo muçarela, cebola, alho, tomate",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Refogue o alho e a cebola no azeite até dourarem. Despeje a massa em uma forma untada e enfarinhada.,117,Difícil,Prato Principal,False
849,Escondidinho com Cobertura,"fermento em pó, manteiga, ovos, chocolate em pó, tomate, leite condensado, manjericão, creme de leite, queijo muçarela",Sirva quente com acompanhamento de sua preferência. Misture todos os ingredientes secos em uma tigela grande. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,16,Fácil,Prato Principal,False
850,Peixe Especial,"batata, leite, arroz, manteiga, alho, sal",Deixe esfriar antes de desenformar e finalizar com o recheio. Leve ao forno pré-aquecido a 180°C por 30 minutos. Adicione o ingrediente principal e deixe cozinhar por 10 minutos.,60,Difícil,Lanche,False
851,Pudim Rápida,"leite, sal, chocolate em pó, cebola, manjericão, feijão, queijo muçarela, leite condensado, carne moída",Deixe esfriar antes de desenformar e finalizar com o recheio. Sirva quente com acompanhamento de sua preferência. Refogue o alho e a cebola no azeite até dourarem.,101,Difícil,Prato Principal,False
852,Mousse Simples,"queijo muçarela, frango desfiado, fermento em pó, feijão, arroz, tomate, creme de leite, açúcar, manteiga, carne moída",Despeje a massa em uma forma untada e enfarinhada. Sirva quente com acompanhamento de sua preferência. Bata os ovos com o açúcar até formar um creme claro. Leve ao forno pré-aquecido a 180°C por 30 minutos.,50,Média,Lanche,False
853,Frango Simples,"azeite, arroz, chocolate em pó, pimenta do reino, creme de leite, farinha de trigo, manteiga, manjericão, sal, queijo muçarela",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Despeje a massa em uma forma untada e enfarinhada. Sirva quente com acompanhamento de sua preferência. Misture todos os ingredientes secos em uma tigela grande. Bata os ovos com o açúcar até formar um creme claro.,37,Média,Entrada,False
854,Peixe da Vovó,"feijão, leite, pimenta do reino, manteiga, manjericão, chocolate em pó, farinha de trigo, cebola, creme de leite",Leve ao forno pré-aquecido a 180°C por 30 minutos. Incorpore a farinha aos poucos e misture bem. Despeje a massa em uma forma untada e enfarinhada. Refogue o alho e a cebola no azeite até dourarem. Bata os ovos com o açúcar até formar um creme claro.,111,Fácil,Lanche,False
855,Peixe Cremoso,"leite, frango desfiado, leite condensado, arroz, chocolate em pó",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Bata os ovos com o açúcar até formar um creme claro. Adicione o leite e a manteiga derretida à mistura. Refogue o alho e a cebola no azeite até dourarem. Misture todos os ingredientes secos em uma tigela grande.,64,Difícil,Prato Principal,False
856,Bolo de Chocolate,"leite, queijo muçarela, manjericão, farinha de trigo, fermento em pó, sal, leite condensado, creme de leite, pimenta do reino",Deixe esfriar antes de desenformar e finalizar com o recheio. Misture todos os ingredientes secos em uma tigela grande. Leve ao forno pré-aquecido a 180°C por 30 minutos. Sirva quente com acompanhamento de sua preferência. Adicione o leite e a manteiga derretida à mistura.,116,Difícil,Sobremesa,False
857,Salada da Vovó,"farinha de trigo, ovos, alho, sal, creme de leite, açúcar, feijão, leite condensado",Incorpore a farinha aos poucos e misture bem. Bata os ovos com o açúcar até formar um creme claro. Refogue o alho e a cebola no azeite até dourarem.,11,Média,Prato Principal,False
858,Peixe na Manteiga,"azeite, frango desfiado, chocolate em pó, batata, manjericão, carne moída",Sirva quente com acompanhamento de sua preferência. Leve ao forno pré-aquecido a 180°C por 30 minutos. Refogue o alho e a cebola no azeite até dourarem. Deixe esfriar antes de desenformar e finalizar com o recheio.,104,Difícil,Sobremesa,False
859,Sopa com Cobertura,"leite condensado, batata, ovos, pimenta do reino, queijo muçarela, chocolate em pó, farinha de trigo",Bata os ovos com o açúcar até formar um creme claro. Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Refogue o alho e a cebola no azeite até dourarem.,101,Difícil,Lanche,False
860,Feijoada Cremoso,"pimenta do reino, fermento em pó, azeite, queijo muçarela, batata, manjericão",Sirva quente com acompanhamento de sua preferência. Bata os ovos com o açúcar até formar um creme claro. Adicione o leite e a manteiga derretida à mistura. Refogue o alho e a cebola no azeite até dourarem.,14,Média,Entrada,False
861,Salada Especial,"leite condensado, feijão, tomate, farinha de trigo, fermento em pó",Misture todos os ingredientes secos em uma tigela grande. Incorpore a farinha aos poucos e misture bem. Bata os ovos com o açúcar até formar um creme claro.,88,Difícil,Entrada,False
862,Sopa Especial,"arroz, alho, leite condensado, chocolate em pó, pimenta do reino, manteiga",Misture todos os ingredientes secos em uma tigela grande. Bata os ovos com o açúcar até formar um creme claro. Despeje a massa em uma forma untada e enfarinhada.,99,Média,Sobremesa,False
863,Frango da Vovó,"ovos, arroz, creme de leite, feijão, açúcar, pimenta do reino, leite condensado, tomate, sal, manjericão",Leve ao forno pré-aquecido a 180°C por 30 minutos. Misture todos os ingredientes secos em uma tigela grande. Deixe esfriar antes de desenformar e finalizar com o recheio. Incorpore a farinha aos poucos e misture bem.,29,Média,Entrada,False
864,Peixe Simples,"manteiga, cebola, feijão, alho, chocolate em pó, tomate, pimenta do reino, fermento em pó",Sirva quente com acompanhamento de sua preferência. Refogue o alho e a cebola no azeite até dourarem. Deixe esfriar antes de desenformar e finalizar com o recheio.,112,Fácil,Entrada,False
865,Mousse de Chocolate,"fermento em pó, ovos, arroz, frango desfiado, tomate, queijo muçarela",Deixe esfriar antes de desenformar e finalizar com o recheio. Incorpore a farinha aos poucos e misture bem. Leve ao forno pré-aquecido a 180°C por 30 minutos. Sirva quente com acompanhamento de sua preferência. Adicione o leite e a manteiga derretida à mistura.,84,Fácil,Prato Principal,False
866,Peixe da Vovó,"frango desfiado, azeite, arroz, pimenta do reino, feijão, queijo muçarela, fermento em pó, cebola, leite",Misture todos os ingredientes secos em uma tigela grande. Bata os ovos com o açúcar até formar um creme claro. Deixe esfriar antes de desenformar e finalizar com o recheio. Adicione o leite e a manteiga derretida à mistura. Incorpore a farinha aos poucos e misture bem.,21,Difícil,Entrada,False
867,Peixe de Chocolate,"chocolate em pó, tomate, manjericão, pimenta do reino, arroz, cebola, azeite",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Incorpore a farinha aos poucos e misture bem. Deixe esfriar antes de desenformar e finalizar com o recheio.,72,Fácil,Prato Principal,False
868,Sopa Simples,"alho, batata, tomate, manteiga, ovos, arroz, leite, chocolate em pó",Refogue o alho e a cebola no azeite até dourarem. Leve ao forno pré-aquecido a 180°C por 30 minutos. Misture todos os ingredientes secos em uma tigela grande.,109,Média,Lanche,False
869,Peixe de Chocolate,"frango desfiado, chocolate em pó, manjericão, queijo muçarela, sal, tomate, carne moída, leite condensado, creme de leite, ovos",Adicione o ingrediente principal e deixe cozinhar por 10 minutos. Deixe esfriar antes de desenformar e finalizar com o recheio. Misture todos os ingredientes secos em uma tigela grande. Refogue o alho e a cebola no azeite até dourarem. Bata os ovos com o açúcar até formar um creme claro.,100,Fácil,Prato Principal,False
